timestamp,response_time,cpu_usage,memory_usage,request_count,error_rate
2025-08-14 23:47:42.280646,199.69463395366716,54.97223319044157,68.60346972057152,974,0.030681753818753054
2025-08-14 23:52:42.280646,216.31883301873478,43.51883500666223,65.17848994020741,979,0.008277976255054111
2025-08-14 23:57:42.280646,215.70473911605265,66.72330987877505,61.41162538062238,996,0.03319205956860118
2025-08-15 00:02:42.280646,189.0858284318773,62.06782920445095,77.63734157542456,990,0.009850796502943541
2025-08-15 00:07:42.280646,180.01865588665285,62.60610974829592,71.5599796324025,982,0.00549843967583159
2025-08-15 00:12:42.280646,169.2758636507934,60.27675371873295,57.11710903738387,1017,0.037275857804725664
2025-08-15 00:17:42.280646,232.7381149154075,47.15358452585083,66.10386935674258,1033,0.004856920700696778
2025-08-15 00:22:42.280646,279.3602076997754,62.86141490540837,69.71154022599022,989,0.03647048524701226
2025-08-15 00:27:42.280646,191.48788010230706,64.42755567787495,63.47562815339523,1033,0.0036086460852220994
2025-08-15 00:32:42.280646,188.58257960078782,55.290015364557846,86.04965311969372,960,0.016457176869454252
2025-08-15 00:37:42.280646,200.31237773262635,48.340744194236215,82.71401509034823,1046,0.015981756071135774
2025-08-15 00:42:42.280646,201.72390626562733,47.99800371795271,74.81753212356897,981,0.014777369364557163
2025-08-15 00:47:42.280646,195.20068802943146,34.80861809426359,74.32176376378055,989,0.04843077882260133
2025-08-15 00:52:42.280646,227.50096016473506,101.11318723350719,77.47923772129384,1019,0.009495601763745138
2025-08-15 00:57:42.280646,160.65626305396745,76.57303842659934,68.34023910982906,968,0.012376649043666197
2025-08-15 01:02:42.280646,87.80567127707593,67.83316518554979,93.89449629123952,1020,0.013998526324299636
2025-08-15 01:07:42.280646,220.94089088422723,80.67680665847513,69.60769404511697,1081,0.08054335301427681
2025-08-15 01:12:42.280646,170.17819317849143,47.84503849209969,66.93099708493341,1039,0.002100995160521098
2025-08-15 01:17:42.280646,200.3417543431484,69.26256393733242,70.08746113697048,1002,0.016873930889526705
2025-08-15 01:22:42.280646,127.64493876600096,69.1245638012836,62.288467242845115,995,0.006124446684497868
2025-08-15 01:27:42.280646,205.25644033330494,68.86540070485421,69.9898220463614,958,0.0020646223591626696
2025-08-15 01:32:42.280646,233.90748332902032,56.52006734301769,74.7484474223797,992,0.025732652674520823
2025-08-15 01:37:42.280646,157.12906175513461,79.20735402997329,78.65919517534289,964,0.013407159851957886
2025-08-15 01:42:42.280646,194.16115849552332,43.42500251011559,74.62521781400619,1016,0.0005852349488971975
2025-08-15 01:47:42.280646,195.1712345464988,45.44950504163535,75.35972914721047,941,0.014439602203469046
2025-08-15 01:52:42.280646,118.44403756567142,38.64542539697577,72.4468272610781,988,0.007766882583403107
2025-08-15 01:57:42.280646,222.17268643871995,53.660951504681414,64.73491635655789,1016,0.006447713037791541
2025-08-15 02:02:42.280646,258.5699716437256,86.46411802508992,64.73035763348044,996,0.007452957642630098
2025-08-15 02:07:42.280646,249.0148404478312,27.793064341516207,90.6814195678979,970,0.062182765474173216
2025-08-15 02:12:42.280646,188.0806639745388,57.60324500228888,70.45980048024725,997,0.1067608247091434
2025-08-15 02:17:42.280646,179.2627028767933,72.19959589021012,67.26221663798545,1026,0.001655223319260273
2025-08-15 02:22:42.280646,199.84936152955058,64.20756541022858,68.91436759545802,1032,0.02605018881008761
2025-08-15 02:27:42.280646,194.73599524450117,72.56753120026612,71.10493686854751,967,0.016474163801851436
2025-08-15 02:32:42.280646,186.67968377128733,33.62841318953009,71.88157462849327,970,0.029884583643041165
2025-08-15 02:37:42.280646,188.09330188892287,48.99455312816908,77.02843741325998,990,0.04136517040438698
2025-08-15 02:42:42.280646,247.56254694108574,57.60183238150183,73.89157617166622,1000,0.009114441650872869
2025-08-15 02:47:42.280646,299.92931298473064,73.64504816698042,65.3413406034608,1028,0.030825288546474792
2025-08-15 02:52:42.280646,280.61945342712045,76.81089542442986,80.58409247570911,1003,0.007658003371982357
2025-08-15 02:57:42.280646,157.7041675649271,72.274163250053,77.01111127225757,977,0.015148775004267
2025-08-15 03:02:42.280646,226.08567805304853,76.78289151216434,75.76425753245914,1030,0.046133741405893026
2025-08-15 03:07:42.280646,199.2039336495589,60.81198577934231,67.1906643189261,963,0.011565708737480269
2025-08-15 03:12:42.280646,246.171308977032,53.14315280558059,69.1853153014565,976,0.005404040228342542
2025-08-15 03:17:42.280646,271.8732955659054,50.43390618036586,55.33802736076052,1016,0.011026771371485656
2025-08-15 03:22:42.280646,206.16306324117616,73.97418475457675,70.19317696968987,1004,0.018309526650610874
2025-08-15 03:27:42.280646,243.79765661923295,72.29033895727112,66.92264080929867,978,0.0015503215609232364
2025-08-15 03:32:42.280646,154.34764263786414,51.88275713568943,71.2207464655216,1046,0.024606617029263433
2025-08-15 03:37:42.280646,114.44235036853496,83.53591412990426,95.5621879172408,1003,0.017872544531194485
2025-08-15 03:42:42.280646,189.61671188210397,34.55349132477541,77.43031524751392,1015,0.010350325448281825
